ID, Domain, len, objs, valid_exe, invalid_exe
208, sokoban, 456, 103, 0.2095432357568039, 0.9992424242424243
209, sokoban, 15, 128, 0.963583745114337, 0.5864217638865018
210, sokoban, 39, 130, 0.7881802437605544, 0.9108027953333563
211, sokoban, 60, 127, 0.7881802437605544, 0.9108027953333563
212, sokoban, 119, 113, 0.12780875755481116, 0.9992424242424243
213, sokoban, 311, 108, 0.9998462765985859, 0.32799695516167526
214, sokoban, 603, 103, 0.2095432357568039, 0.9992424242424243
215, sokoban, 24, 128, 0.963583745114337, 0.5864217638865018
216, sokoban, 63, 130, 1.0, 0.3304028814607503
217, sokoban, 99, 127, 1.0, 0.3304028814607503
218, sokoban, 191, 113, 0.12780875755481116, 0.9992424242424243
219, sokoban, 471, 108, 0.9998462765985859, 0.32799695516167526
220, sokoban, 24, 128, 0.963583745114337, 0.5864217638865018
221, sokoban, 83, 130, 1.0, 0.3304028814607503
222, sokoban, 132, 127, 1.0, 0.3304028814607503
223, sokoban, 249, 113, 0.12780875755481116, 0.9992424242424243
224, sokoban, 24, 128, 0.963583745114337, 0.5864217638865018
225, sokoban, 83, 130, 1.0, 0.3304028814607503
226, sokoban, 132, 127, 1.0, 0.3304028814607503
227, sokoban, 249, 113, 0.12780875755481116, 0.9992424242424243
228, sokoban, 24, 128, 0.963583745114337, 0.5864217638865018
229, sokoban, 83, 130, 1.0, 0.3304028814607503
230, sokoban, 132, 127, 1.0, 0.3304028814607503
231, sokoban, 249, 113, 0.12780875755481116, 0.9992424242424243
232, spanner, 10, 18, 0.7204377791555583, 1.0
233, spanner, 30, 17, 1.0, 1.0
234, spanner, 50, 16, 0.8903378717192332, 1.0
235, spanner, 90, 14, 0.9095774362231731, 1.0
236, spanner, 235, 17, 0.8903378717192332, 1.0
237, spanner, 461, 16, 0.8903378717192332, 1.0
238, spanner, 15, 18, 0.9095774362231731, 1.0
239, spanner, 43, 17, 1.0, 1.0
240, spanner, 68, 16, 1.0, 1.0
241, spanner, 114, 14, 0.9095774362231731, 1.0
242, spanner, 314, 17, 1.0, 1.0
243, spanner, 606, 16, 0.8903378717192332, 1.0
244, spanner, 16, 18, 0.9095774362231731, 1.0
245, spanner, 47, 17, 1.0, 1.0
246, spanner, 74, 16, 1.0, 1.0
247, spanner, 126, 14, 0.9095774362231731, 1.0
248, spanner, 383, 17, 1.0, 1.0
249, spanner, 16, 18, 0.9095774362231731, 1.0
250, spanner, 47, 17, 1.0, 1.0
251, spanner, 74, 16, 1.0, 1.0
252, spanner, 126, 14, 0.9095774362231731, 1.0
253, spanner, 16, 18, 0.9095774362231731, 1.0
254, spanner, 47, 17, 1.0, 1.0
255, spanner, 74, 16, 1.0, 1.0
256, spanner, 126, 14, 0.9095774362231731, 1.0
257, spanner, 16, 18, 0.9095774362231731, 1.0
258, spanner, 47, 17, 1.0, 1.0
259, spanner, 74, 16, 1.0, 1.0
260, spanner, 126, 14, 0.9095774362231731, 1.0
261, transport, 10, 31, 0.8021610588161701, 0.9899054032387365
262, transport, 30, 32, 0.33900164528645016, 1.0
263, transport, 50, 31, 0.8021610588161701, 0.9899054032387365
264, transport, 91, 27, 0.16203659056399042, 1.0
265, transport, 238, 26, 0.7929520743549477, 0.9899054032387365
266, transport, 480, 25, 0.7929520743549477, 0.9899054032387365
267, transport, 15, 31, 0.8021610588161701, 0.9899054032387365
268, transport, 45, 32, 0.8021610588161701, 0.9899054032387365
269, transport, 75, 31, 0.8021610588161701, 0.9899054032387365
270, transport, 131, 27, 0.16203659056399042, 1.0
271, transport, 345, 26, 0.8021610588161701, 0.9899054032387365
272, transport, 692, 25, 0.8021610588161701, 0.9899054032387365
273, transport, 30, 31, 0.8021610588161701, 0.9899054032387365
274, transport, 90, 32, 0.8021610588161701, 0.9899054032387365
275, transport, 140, 31, 0.8021610588161701, 0.9899054032387365
276, transport, 241, 27, 0.16203659056399042, 1.0
277, transport, 614, 26, 0.8021610588161701, 0.9899054032387365
278, transport, 50, 31, 0.8021610588161701, 0.9899054032387365
279, transport, 132, 32, 0.8021610588161701, 0.9899054032387365
280, transport, 202, 31, 0.8021610588161701, 0.9899054032387365
281, transport, 346, 27, 0.16203659056399042, 1.0
282, transport, 52, 31, 0.8021610588161701, 0.9899054032387365
283, transport, 159, 32, 0.8021610588161701, 0.9899054032387365
284, transport, 254, 31, 0.8021610588161701, 0.9899054032387365
285, transport, 409, 27, 0.16203659056399042, 1.0
286, transport, 52, 31, 0.8021610588161701, 0.9899054032387365
287, transport, 177, 32, 0.8021610588161701, 0.9899054032387365
288, transport, 290, 31, 0.8021610588161701, 0.9899054032387365
289, transport, 445, 27, 0.16203659056399042, 1.0
