ID, Domain, len, len%, acceptance_rate, invalid_acceptance_rate
0, blocksworld, 10, 0.0020185708518368995, 0.030303030303030304, 0.00404040404040404
1, blocksworld, 10, 0.0020185708518368995, 0.030303030303030304, 0.00404040404040404
2, blocksworld, 10, 0.0020185708518368995, 0.030303030303030304, 0.00404040404040404
3, blocksworld, 10, 0.0020185708518368995, 0.030303030303030304, 0.00404040404040404
4, blocksworld, 10, 0.0020185708518368995, 0.030303030303030304, 0.00404040404040404
5, blocksworld, 10, 0.0020185708518368995, 0.030303030303030304, 0.00404040404040404
6, blocksworld, 10, 0.0020185708518368995, 0.030303030303030304, 0.00404040404040404
7, blocksworld, 10, 0.0020185708518368995, 1.0, 0.04888032881392957
8, blocksworld, 50, 0.010092854259184497, 0.030303030303030304, 0.00404040404040404
9, blocksworld, 30, 0.006055712555510699, 0.030303030303030304, 0.00404040404040404
10, blocksworld, 50, 0.010092854259184497, 0.030303030303030304, 0.00404040404040404
11, blocksworld, 50, 0.010092854259184497, 0.030303030303030304, 0.00404040404040404
12, blocksworld, 50, 0.010092854259184497, 0.030303030303030304, 0.00404040404040404
13, blocksworld, 40, 0.008074283407347598, 1.0, 0.027553642506204176
14, blocksworld, 40, 0.008074283407347598, 0.030303030303030304, 0.00404040404040404
15, blocksworld, 50, 0.010092854259184497, 0.030303030303030304, 0.00404040404040404
16, blocksworld, 50, 0.010092854259184497, 1.0, 0.027553642506204176
17, blocksworld, 50, 0.010092854259184497, 0.08080808080808081, 0.020586820586820584
18, blocksworld, 90, 0.018167137666532097, 0.050505050505050504, 0.020586820586820584
19, blocksworld, 100, 0.020185708518368994, 1.0, 0.027553642506204176
20, blocksworld, 100, 0.020185708518368994, 0.050505050505050504, 0.020586820586820584
21, blocksworld, 100, 0.020185708518368994, 0.08080808080808081, 0.020586820586820584
22, blocksworld, 96, 0.019378280177634235, 1.0, 0.027553642506204176
23, blocksworld, 98, 0.019781994348001614, 0.08080808080808081, 0.020586820586820584
24, blocksworld, 98, 0.019781994348001614, 1.0, 0.027553642506204176
25, blocksworld, 100, 0.020185708518368994, 0.12121212121212122, 0.02279404006633608
26, blocksworld, 100, 0.020185708518368994, 1.0, 0.027553642506204176
27, blocksworld, 90, 0.018167137666532097, 0.050505050505050504, 0.020586820586820584
28, blocksworld, 20, 0.004037141703673799, 0.050505050505050504, 0.020586820586820584
29, blocksworld, 12, 0.0024222850222042794, 0.12121212121212122, 0.02279404006633608
30, blocksworld, 10, 0.0020185708518368995, 0.08080808080808081, 0.020586820586820584
31, blocksworld, 20, 0.004037141703673799, 1.0, 0.04888032881392957
32, blocksworld, 20, 0.004037141703673799, 0.030303030303030304, 0.00404040404040404
33, blocksworld, 20, 0.004037141703673799, 0.030303030303030304, 0.00404040404040404
34, blocksworld, 20, 0.004037141703673799, 0.030303030303030304, 0.00404040404040404
35, blocksworld, 20, 0.004037141703673799, 0.030303030303030304, 0.00404040404040404
36, blocksworld, 20, 0.004037141703673799, 0.030303030303030304, 0.00404040404040404
37, blocksworld, 20, 0.004037141703673799, 0.030303030303030304, 0.00404040404040404
38, blocksworld, 92, 0.018570851836899476, 0.12121212121212122, 0.02279404006633608
39, blocksworld, 96, 0.019378280177634235, 1.0, 0.027553642506204176
40, blocksworld, 100, 0.020185708518368994, 1.0, 0.027553642506204176
41, blocksworld, 92, 0.018570851836899476, 1.0, 0.027553642506204176
42, blocksworld, 80, 0.016148566814695196, 1.0, 0.027553642506204176
43, blocksworld, 90, 0.018167137666532097, 0.08080808080808081, 0.020586820586820584
44, blocksworld, 76, 0.015341138473960436, 1.0, 0.027553642506204176
45, blocksworld, 100, 0.020185708518368994, 0.030303030303030304, 0.00404040404040404
46, blocksworld, 100, 0.020185708518368994, 1.0, 0.027553642506204176
47, blocksworld, 74, 0.014937424303593056, 1.0, 0.027553642506204176
48, blocksworld, 164, 0.03310456197012515, 1.0, 0.027553642506204176
49, blocksworld, 188, 0.03794913201453371, 1.0, 0.027553642506204176
50, blocksworld, 180, 0.036334275333064193, 1.0, 0.027553642506204176
51, blocksworld, 164, 0.03310456197012515, 1.0, 0.027553642506204176
52, blocksworld, 158, 0.03189341945902301, 1.0, 0.027553642506204176
53, blocksworld, 164, 0.03310456197012515, 1.0, 0.027553642506204176
54, blocksworld, 140, 0.028259991925716592, 1.0, 0.027553642506204176
55, blocksworld, 192, 0.03875656035526847, 1.0, 0.027553642506204176
56, blocksworld, 188, 0.03794913201453371, 1.0, 0.027553642506204176
57, blocksworld, 160, 0.03229713362939039, 1.0, 0.027553642506204176
58, blocksworld, 16, 0.003229713362939039, 1.0, 0.043090861511857224
59, blocksworld, 12, 0.0024222850222042794, 1.0, 0.027553642506204176
60, blocksworld, 30, 0.006055712555510699, 0.030303030303030304, 0.00404040404040404
61, blocksworld, 30, 0.006055712555510699, 1.0, 0.027553642506204176
62, blocksworld, 14, 0.002825999192571659, 1.0, 0.027553642506204176
63, blocksworld, 30, 0.006055712555510699, 0.030303030303030304, 0.00404040404040404
64, blocksworld, 30, 0.006055712555510699, 1.0, 0.027553642506204176
65, blocksworld, 30, 0.006055712555510699, 0.030303030303030304, 0.00404040404040404
66, blocksworld, 30, 0.006055712555510699, 0.030303030303030304, 0.00404040404040404
67, blocksworld, 128, 0.025837706903512312, 1.0, 0.027553642506204176
68, blocksworld, 144, 0.029067420266451354, 1.0, 0.027553642506204176
69, blocksworld, 150, 0.030278562777553492, 0.030303030303030304, 0.00404040404040404
70, blocksworld, 132, 0.026645135244247074, 1.0, 0.027553642506204176
71, blocksworld, 150, 0.030278562777553492, 1.0, 0.027553642506204176
72, blocksworld, 98, 0.019781994348001614, 1.0, 0.027553642506204176
73, blocksworld, 122, 0.024626564392410174, 1.0, 0.027553642506204176
74, blocksworld, 150, 0.030278562777553492, 1.0, 0.027553642506204176
75, blocksworld, 150, 0.030278562777553492, 1.0, 0.027553642506204176
76, blocksworld, 128, 0.025837706903512312, 1.0, 0.027553642506204176
77, blocksworld, 244, 0.04925312878482035, 1.0, 0.027553642506204176
78, blocksworld, 268, 0.05409769882922891, 1.0, 0.027553642506204176
79, blocksworld, 218, 0.04400484457004441, 0.08080808080808081, 0.020586820586820584
80, blocksworld, 280, 0.056519983851433184, 1.0, 0.027553642506204176
81, blocksworld, 240, 0.04844570044408559, 1.0, 0.027553642506204176
82, blocksworld, 242, 0.04884941461445297, 1.0, 0.027553642506204176
83, blocksworld, 298, 0.060153411384739605, 1.0, 0.027553642506204176
84, blocksworld, 300, 0.060557125555106985, 1.0, 0.027553642506204176
85, blocksworld, 282, 0.05692369802180056, 1.0, 0.027553642506204176
86, blocksworld, 188, 0.03794913201453371, 1.0, 0.027553642506204176
87, blocksworld, 50, 0.010092854259184497, 0.12121212121212122, 0.02279404006633608
88, blocksworld, 24, 0.004844570044408559, 1.0, 0.027553642506204176
89, blocksworld, 50, 0.010092854259184497, 1.0, 0.027553642506204176
90, blocksworld, 50, 0.010092854259184497, 1.0, 0.027553642506204176
91, blocksworld, 14, 0.002825999192571659, 1.0, 0.027553642506204176
92, blocksworld, 40, 0.008074283407347598, 1.0, 0.027553642506204176
93, blocksworld, 50, 0.010092854259184497, 1.0, 0.027553642506204176
94, blocksworld, 50, 0.010092854259184497, 0.08080808080808081, 0.020586820586820584
95, blocksworld, 30, 0.006055712555510699, 1.0, 0.027553642506204176
96, blocksworld, 50, 0.010092854259184497, 0.08080808080808081, 0.020586820586820584
97, blocksworld, 140, 0.028259991925716592, 1.0, 0.027553642506204176
98, blocksworld, 182, 0.03673798950343157, 1.0, 0.027553642506204176
99, blocksworld, 142, 0.02866370609608397, 1.0, 0.027553642506204176
100, blocksworld, 244, 0.04925312878482035, 1.0, 0.027553642506204176
101, blocksworld, 180, 0.036334275333064193, 1.0, 0.027553642506204176
102, blocksworld, 152, 0.03068227694792087, 1.0, 0.027553642506204176
103, blocksworld, 174, 0.03512313282196205, 1.0, 0.027553642506204176
104, blocksworld, 200, 0.04037141703673799, 1.0, 0.027553642506204176
105, blocksworld, 190, 0.03835284618490109, 1.0, 0.027553642506204176
106, blocksworld, 184, 0.03714170367379895, 1.0, 0.027553642506204176
107, blocksworld, 314, 0.06338312474767864, 1.0, 0.027553642506204176
108, blocksworld, 358, 0.072264836495761, 1.0, 0.027553642506204176
109, blocksworld, 372, 0.07509083568833266, 1.0, 0.027553642506204176
110, blocksworld, 388, 0.0783205490512717, 1.0, 0.027553642506204176
111, blocksworld, 364, 0.07347597900686315, 1.0, 0.027553642506204176
112, blocksworld, 380, 0.07670569236980218, 1.0, 0.027553642506204176
