id,dod,actual_dod,domain,index,total_length,len%,runtime,polocm_time,locm2_time,locm_time,accuracy,error_rate,acceptance_rate,invalid_acceptance_rate,remark
0,0.9,0.9111111111111111,blocksworld,0,10,0.0020185708518368995,0.09167265892028809,0.0681154727935791,0.011880636215209961,0.011676549911499023,0.5277777777777778,0.4722222222222222,0.030303030303030304,0.2888888888888889,Success
1,0.9,0.9111111111111111,blocksworld,1,10,0.0020185708518368995,0.07026910781860352,0.05108284950256348,0.0064198970794677734,0.012766361236572266,0.5277777777777778,0.4722222222222222,0.030303030303030304,0.2888888888888889,Success
2,0.9,0.9111111111111111,blocksworld,3,10,0.0020185708518368995,0.06848669052124023,0.04968714714050293,0.00627899169921875,0.012520551681518555,0.5277777777777778,0.4722222222222222,0.030303030303030304,0.2888888888888889,Success
28,0.9,0.9,blocksworld,0,20,0.004037141703673799,0.262437105178833,0.20474648475646973,0.021412372589111328,0.03627824783325195,0.4513888888888889,0.5486111111111112,0.08080808080808081,0.3089285714285714,Success
3,0.9,0.9111111111111111,blocksworld,4,10,0.0020185708518368995,0.07124781608581543,0.05112314224243164,0.0067827701568603516,0.013341903686523438,0.5277777777777778,0.4722222222222222,0.030303030303030304,0.2888888888888889,Success
4,0.9,0.9111111111111111,blocksworld,5,10,0.0020185708518368995,0.06997466087341309,0.05042076110839844,0.006417512893676758,0.01313638687133789,0.5277777777777778,0.4722222222222222,0.030303030303030304,0.2888888888888889,Success
5,0.9,0.9111111111111111,blocksworld,6,10,0.0020185708518368995,0.07422184944152832,0.05239748954772949,0.00759577751159668,0.014228582382202148,0.5277777777777778,0.4722222222222222,0.030303030303030304,0.2888888888888889,Success
6,0.9,0.9111111111111111,blocksworld,7,10,0.0020185708518368995,0.07270026206970215,0.052213430404663086,0.0071218013763427734,0.013365030288696289,0.5277777777777778,0.4722222222222222,0.030303030303030304,0.2888888888888889,Success
29,0.9,0.9090909090909091,blocksworld,1,12,0.0024222850222042794,0.13047313690185547,0.07969403266906738,0.016981840133666992,0.033797264099121094,0.32291666666666663,0.6770833333333333,1.0,0.4413137495384172,Success
30,0.9,0.9111111111111111,blocksworld,2,10,0.0020185708518368995,0.1798841953277588,0.09936785697937012,0.02261805534362793,0.05789828300476074,0.3784722222222222,0.6215277777777778,0.08080808080808081,0.4613095238095238,Success
168,0.9,0.9111111111111112,childsnack,3,96,0.0446927374301676,0.7940301895141602,0.6606731414794922,0.04169964790344238,0.09165740013122559,0.7429761904761906,0.2570238095238095,0.08163265306122448,0.13096153846153846,Success
7,0.9,0.9111111111111111,blocksworld,8,10,0.0020185708518368995,0.10737729072570801,0.05656147003173828,0.017475366592407227,0.0333404541015625,0.3923611111111111,0.6076388888888888,1.0,0.1760526672903029,Success
308,0.9,0.9111111111111111,ferry,4,40,0.010922992900054615,0.28844189643859863,0.2561969757080078,0.0073091983795166016,0.02493572235107422,0.5439814814814815,0.45601851851851855,1.0,0.6494805194805192,Success
8,0.9,0.9111111111111111,blocksworld,0,50,0.010092854259184497,0.30034565925598145,0.268261194229126,0.012396812438964844,0.019687652587890625,0.5277777777777778,0.4722222222222222,0.030303030303030304,0.2888888888888889,Success
169,0.9,0.9111111111111112,childsnack,4,97,0.04515828677839851,0.7510232925415039,0.6541404724121094,0.042330265045166016,0.054552555084228516,0.7816666666666666,0.21833333333333332,0.030612244897959183,0.08518518518518518,Success
9,0.9,0.9111111111111111,blocksworld,1,30,0.006055712555510699,0.1880333423614502,0.1600179672241211,0.010645151138305664,0.017370223999023438,0.5277777777777778,0.4722222222222222,0.030303030303030304,0.2888888888888889,Success
56,0.9,0.9000000000000001,blocksworld,8,188,0.03794913201453371,1.9389612674713135,1.8431684970855713,0.035164594650268555,0.06062817573547363,0.3506944444444444,0.6493055555555556,1.0,0.4413137495384172,Success
31,0.9,0.9,blocksworld,3,20,0.004037141703673799,0.2838785648345947,0.2206733226776123,0.02165365219116211,0.04155158996582031,0.32291666666666663,0.6770833333333333,1.0,0.4413137495384172,Success
309,0.9,0.9111111111111111,ferry,5,50,0.013653741125068269,0.37433767318725586,0.34314537048339844,0.0018999576568603516,0.02929234504699707,0.5601851851851852,0.4398148148148148,1.0,0.6494805194805192,Success
32,0.9,0.9,blocksworld,4,20,0.004037141703673799,0.22712230682373047,0.20159363746643066,0.009148359298706055,0.01638031005859375,0.5277777777777778,0.4722222222222222,0.030303030303030304,0.2888888888888889,Success
10,0.9,0.9111111111111111,blocksworld,2,50,0.010092854259184497,0.300978422164917,0.2673182487487793,0.012291669845581055,0.02136850357055664,0.5277777777777778,0.4722222222222222,0.030303030303030304,0.2888888888888889,Success
33,0.9,0.9,blocksworld,5,20,0.004037141703673799,0.22939348220825195,0.20078349113464355,0.01019430160522461,0.01841568946838379,0.5277777777777778,0.4722222222222222,0.030303030303030304,0.2888888888888889,Success
170,0.9,0.9111111111111112,childsnack,5,100,0.04655493482309125,0.722130537033081,0.6679196357727051,0.013444900512695312,0.040766000747680664,0.8141319444444445,0.18586805555555555,0.030612244897959183,0.34116809116809116,Success
310,0.9,0.9111111111111111,ferry,6,40,0.010922992900054615,0.26952052116394043,0.24415016174316406,0.0019097328186035156,0.02346062660217285,0.5601851851851852,0.4398148148148148,1.0,0.6494805194805192,Success
11,0.9,0.9111111111111111,blocksworld,3,50,0.010092854259184497,0.2991769313812256,0.26613593101501465,0.012775421142578125,0.020265579223632812,0.5277777777777778,0.4722222222222222,0.030303030303030304,0.2888888888888889,Success
252,0.9,0.9019607843137255,childsnack,8,98,0.04562383612662942,1.735703706741333,1.621300458908081,0.03349947929382324,0.08090376853942871,0.7816666666666666,0.21833333333333332,1.0,0.14255014826443396,Success
34,0.9,0.9,blocksworld,6,20,0.004037141703673799,0.2271099090576172,0.2002711296081543,0.009823799133300781,0.01701498031616211,0.5277777777777778,0.4722222222222222,0.030303030303030304,0.2888888888888889,Success
196,0.9,0.9000000000000001,childsnack,2,181,0.08426443202979515,2.444774866104126,2.339623212814331,0.030222654342651367,0.07492899894714355,0.7598412698412699,0.24015873015873018,1.0,0.14255014826443396,Success
12,0.9,0.9111111111111111,blocksworld,4,50,0.010092854259184497,0.3005053997039795,0.26691150665283203,0.012830018997192383,0.020763874053955078,0.5277777777777778,0.4722222222222222,0.030303030303030304,0.2888888888888889,Success
311,0.9,0.9111111111111111,ferry,7,48,0.013107591480065538,0.342329740524292,0.31208062171936035,0.0018913745880126953,0.028357744216918945,0.5601851851851852,0.4398148148148148,1.0,0.6494805194805192,Success
35,0.9,0.9,blocksworld,7,20,0.004037141703673799,0.32797884941101074,0.301192045211792,0.009775400161743164,0.017011404037475586,0.5277777777777778,0.4722222222222222,0.030303030303030304,0.2888888888888889,Success
171,0.9,0.9111111111111112,childsnack,6,98,0.04562383612662942,0.7189018726348877,0.6535122394561768,0.01689314842224121,0.04849648475646973,0.7382142857142858,0.2617857142857143,0.030612244897959183,0.35968660968660965,Success
312,0.9,0.9111111111111111,ferry,8,28,0.007646095030038231,0.19088363647460938,0.16137242317199707,0.006409645080566406,0.0231015682220459,0.5648148148148148,0.4351851851851852,0.20202020202020202,0.5105952380952381,Success
