id,dod,actual_dod,domain,index,total_length,len%,runtime,polocm_time,locm2_time,locm_time,accuracy,error_rate,acceptance_rate,invalid_acceptance_rate,remark
0,0.1,0.1333333333333333,blocksworld,0,10,0.0020185708518368995,0.08202409744262695,0.07000136375427246,0.0027713775634765625,0.00925135612487793,0.6944444444444444,0.3055555555555556,0.030303030303030304,0.2888888888888889,Success
1,0.1,0.11111111111111116,blocksworld,1,10,0.0020185708518368995,0.0705869197845459,0.06009840965270996,0.004213094711303711,0.0062754154205322266,0.6388888888888888,0.3611111111111111,0.030303030303030304,0.26666666666666666,Success
2,0.1,0.11111111111111116,blocksworld,3,10,0.0020185708518368995,0.043068647384643555,0.03845715522766113,0.0005114078521728516,0.00410008430480957,0.6944444444444444,0.3055555555555556,0.030303030303030304,0.2888888888888889,Success
28,0.1,0.10526315789473684,blocksworld,0,20,0.004037141703673799,0.2424454689025879,0.2189955711364746,0.00914907455444336,0.014300823211669922,0.8368055555555556,0.16319444444444445,0.050505050505050504,0.27999999999999997,Success
3,0.1,0.11111111111111116,blocksworld,4,10,0.0020185708518368995,0.06612563133239746,0.05574750900268555,0.0035347938537597656,0.0068433284759521484,0.5833333333333333,0.41666666666666663,0.030303030303030304,0.2888888888888889,Success
4,0.1,0.11111111111111116,blocksworld,5,10,0.0020185708518368995,0.09430599212646484,0.08481144905090332,0.0033452510833740234,0.0061492919921875,0.6388888888888888,0.3611111111111111,0.030303030303030304,0.26666666666666666,Success
5,0.1,0.11111111111111116,blocksworld,6,10,0.0020185708518368995,0.0702204704284668,0.05948472023010254,0.004013538360595703,0.006722211837768555,0.5833333333333333,0.41666666666666663,0.030303030303030304,0.2888888888888889,Success
6,0.1,0.11111111111111116,blocksworld,7,10,0.0020185708518368995,0.048734188079833984,0.03879213333129883,0.0033397674560546875,0.006602287292480469,0.6388888888888888,0.3611111111111111,0.030303030303030304,0.26666666666666666,Success
29,0.1,0.10606060606060608,blocksworld,1,12,0.0024222850222042794,0.1018378734588623,0.07844805717468262,0.00809168815612793,0.015298128128051758,0.8194444444444444,0.18055555555555555,1.0,0.10474508258271646,Success
30,0.1,0.11111111111111116,blocksworld,2,10,0.0020185708518368995,0.07649803161621094,0.04397869110107422,0.011472702026367188,0.02104663848876953,0.7152777777777778,0.2847222222222222,0.08080808080808081,0.26904761904761904,Success
7,0.1,0.11111111111111116,blocksworld,8,10,0.0020185708518368995,0.08504557609558105,0.05829596519470215,0.01122140884399414,0.015528202056884766,0.7291666666666667,0.2708333333333333,1.0,0.0607078997998954,Success
168,0.1,0.11111111111111116,childsnack,3,96,0.0446927374301676,0.5289180278778076,0.47353458404541016,0.02032780647277832,0.03505563735961914,0.9161507936507937,0.08384920634920635,0.061224489795918366,0.009259259259259259,Success
8,0.1,0.11111111111111116,blocksworld,0,50,0.010092854259184497,0.1838529109954834,0.17089247703552246,0.004914522171020508,0.00804591178894043,0.5833333333333333,0.41666666666666663,0.030303030303030304,0.2888888888888889,Success
31,0.1,0.10526315789473684,blocksworld,3,20,0.004037141703673799,0.2897651195526123,0.23338556289672852,0.034761905670166016,0.021617650985717773,0.5381944444444444,0.4618055555555556,0.15151515151515152,0.24575256769374415,Success
9,0.1,0.11111111111111116,blocksworld,1,30,0.006055712555510699,0.1364734172821045,0.12469816207885742,0.004560232162475586,0.007215023040771484,0.6388888888888888,0.3611111111111111,0.030303030303030304,0.26666666666666666,Success
308,0.1,0.11111111111111116,ferry,4,40,0.010922992900054615,0.29805994033813477,0.2767629623413086,0.006624460220336914,0.014672517776489258,0.6805555555555555,0.3194444444444444,0.5151515151515151,0.39754668534080295,Success
169,0.1,0.11111111111111116,childsnack,4,97,0.04515828677839851,0.49058008193969727,0.4609055519104004,0.0049211978912353516,0.024753332138061523,0.9751984126984128,0.0248015873015873,0.030612244897959183,0.0,Success
32,0.1,0.1105263157894737,blocksworld,4,20,0.004037141703673799,0.25847339630126953,0.24504780769348145,0.00487828254699707,0.008547306060791016,0.5833333333333333,0.41666666666666663,0.030303030303030304,0.2888888888888889,Success
10,0.1,0.11111111111111116,blocksworld,2,50,0.010092854259184497,0.20922493934631348,0.19550061225891113,0.005219697952270508,0.008504629135131836,0.5833333333333333,0.41666666666666663,0.030303030303030304,0.26666666666666666,Success
309,0.1,0.11111111111111116,ferry,5,50,0.013653741125068269,0.24000215530395508,0.2162306308746338,0.0054743289947509766,0.018297195434570312,0.7430555555555555,0.2569444444444444,0.13131313131313133,0.35197802197802197,Success
56,0.1,0.10526315789473684,blocksworld,8,188,0.03794913201453371,1.8800830841064453,1.7554192543029785,0.1029670238494873,0.021696805953979492,0.4895833333333333,0.5104166666666666,1.0,0.10474508258271646,Success
310,0.1,0.11111111111111116,ferry,6,40,0.010922992900054615,0.17683100700378418,0.1576685905456543,0.0063703060150146484,0.012792110443115234,0.7638888888888888,0.23611111111111108,0.12121212121212122,0.13476190476190478,Success
11,0.1,0.1333333333333333,blocksworld,3,50,0.010092854259184497,0.21419715881347656,0.20112085342407227,0.005133152008056641,0.007943153381347656,0.6388888888888888,0.3611111111111111,0.030303030303030304,0.26666666666666666,Success
33,0.1,0.10526315789473684,blocksworld,5,20,0.004037141703673799,0.3228909969329834,0.30826497077941895,0.005426168441772461,0.009199857711791992,0.5277777777777778,0.4722222222222222,0.030303030303030304,0.2888888888888889,Success
170,0.1,0.11111111111111116,childsnack,5,100,0.04655493482309125,0.5043091773986816,0.48593735694885254,0.0017621517181396484,0.016609668731689453,0.99,0.01,0.01020408163265306,0.0,Success
311,0.1,0.11111111111111116,ferry,7,48,0.013107591480065538,0.20601153373718262,0.18526124954223633,0.0068721771240234375,0.013878107070922852,0.8009259259259259,0.19907407407407407,0.12121212121212122,0.13476190476190478,Success
12,0.1,0.11111111111111116,blocksworld,4,50,0.010092854259184497,0.25890135765075684,0.24440479278564453,0.005562782287597656,0.008933782577514648,0.5833333333333333,0.41666666666666663,0.030303030303030304,0.2888888888888889,Success
34,0.1,0.10526315789473684,blocksworld,6,20,0.004037141703673799,0.24138879776000977,0.2281193733215332,0.004932880401611328,0.008336544036865234,0.5277777777777778,0.4722222222222222,0.030303030303030304,0.2888888888888889,Success
312,0.1,0.11111111111111116,ferry,8,28,0.007646095030038231,0.12956547737121582,0.10622334480285645,0.007424592971801758,0.015917539596557617,0.6273148148148148,0.3726851851851852,0.13131313131313133,0.250989010989011,Success
313,0.1,0.1428571428571429,ferry,9,45,0.012288367012561441,0.18169736862182617,0.1635582447052002,0.004685401916503906,0.01345372200012207,0.6226851851851852,0.3773148148148148,0.1414141414141414,0.31,Success
171,0.1,0.11111111111111116,childsnack,6,98,0.04562383612662942,0.4971284866333008,0.4714975357055664,0.004731416702270508,0.020899534225463867,0.8546031746031746,0.14539682539682539,0.030612244897959183,0.19515669515669518,Success
35,0.1,0.10526315789473684,blocksworld,7,20,0.004037141703673799,0.24851036071777344,0.23523521423339844,0.005055427551269531,0.008219718933105469,0.5833333333333333,0.41666666666666663,0.030303030303030304,0.26666666666666666,Success
196,0.1,0.10526315789473684,childsnack,2,181,0.08426443202979515,2.016347885131836,1.982121467590332,0.006893157958984375,0.02733325958251953,0.8571428571428571,0.14285714285714285,1.0,0.10537327751613462,Success
13,0.1,0.11111111111111116,blocksworld,5,40,0.008074283407347598,0.24344348907470703,0.1558818817138672,0.06863641738891602,0.018925189971923828,0.5798611111111112,0.4201388888888889,0.15151515151515152,0.24575256769374415,Success
14,0.1,0.1333333333333333,blocksworld,6,40,0.008074283407347598,0.16546154022216797,0.15077877044677734,0.005399227142333984,0.00928354263305664,0.5833333333333333,0.41666666666666663,0.030303030303030304,0.2888888888888889,Success
36,0.1,0.10526315789473684,blocksworld,8,20,0.004037141703673799,0.23233747482299805,0.21965813636779785,0.004786252975463867,0.007893085479736328,0.5833333333333333,0.41666666666666663,0.030303030303030304,0.26666666666666666,Success
252,0.1,0.11111111111111116,childsnack,8,98,0.04562383612662942,1.9014918804168701,1.8506503105163574,0.014870166778564453,0.03597140312194824,0.8724999999999999,0.1275,1.0,0.08940781440781441,Success
314,0.1,0.11111111111111116,ferry,0,100,0.027307482250136537,0.4351680278778076,0.41742849349975586,0.0033655166625976562,0.014374017715454102,0.6018518518518519,0.39814814814814814,0.1717171717171717,0.563781512605042,Success
172,0.1,0.11111111111111116,childsnack,7,94,0.043761638733705775,0.4733469486236572,0.4306917190551758,0.01561284065246582,0.027042388916015625,0.9253472222222222,0.07465277777777778,0.061224489795918366,0.1004131054131054,Success
15,0.1,0.11111111111111116,blocksworld,7,50,0.010092854259184497,0.2170259952545166,0.20264053344726562,0.005409955978393555,0.008975505828857422,0.5833333333333333,0.41666666666666663,0.030303030303030304,0.2888888888888889,Success
37,0.1,0.1105263157894737,blocksworld,9,20,0.004037141703673799,0.2337324619293213,0.22124195098876953,0.004651069641113281,0.007839441299438477,0.6388888888888888,0.3611111111111111,0.030303030303030304,0.26666666666666666,Success
280,0.1,0.10507246376811596,childsnack,6,114,0.05307262569832402,2.040611505508423,2.0048201084136963,0.007154941558837891,0.028636455535888672,0.8829365079365079,0.11706349206349206,1.0,0.10537327751613462,Success
315,0.1,0.11111111111111116,ferry,1,97,0.026488257782632443,0.42002391815185547,0.3977530002593994,0.0054111480712890625,0.016859769821166992,0.6018518518518519,0.39814814814814814,0.21212121212121213,0.3838945578231293,Success
173,0.1,0.11111111111111116,childsnack,8,100,0.04655493482309125,0.49167513847351074,0.45612359046936035,0.011483192443847656,0.024068355560302734,0.9315476190476192,0.06845238095238095,0.030612244897959183,0.08518518518518518,Success
16,0.1,0.11111111111111116,blocksworld,8,50,0.010092854259184497,0.3297419548034668,0.2849388122558594,0.018636226654052734,0.026166915893554688,0.7465277777777778,0.2534722222222222,0.06060606060606061,0.33706816059757233,Success
57,0.1,0.1071428571428571,blocksworld,9,160,0.03229713362939039,1.7209534645080566,1.6367924213409424,0.06387090682983398,0.020290136337280273,0.5208333333333333,0.47916666666666663,1.0,0.06908350342625892,Success
316,0.1,0.11111111111111116,ferry,2,100,0.027307482250136537,0.5116641521453857,0.49066901206970215,0.0046727657318115234,0.01632237434387207,0.6805555555555555,0.3194444444444444,0.5151515151515151,0.39754668534080295,Success
17,0.1,0.11111111111111116,blocksworld,9,50,0.010092854259184497,0.287736177444458,0.25101709365844727,0.018200159072875977,0.018518924713134766,0.6527777777777778,0.3472222222222222,0.08080808080808081,0.26904761904761904,Success
174,0.1,0.11111111111111116,childsnack,9,100,0.04655493482309125,0.5165321826934814,0.5060000419616699,0.0010859966278076172,0.009446144104003906,0.9555555555555555,0.04444444444444444,0.0,0,Success
58,0.1,0.10833333333333328,blocksworld,0,16,0.003229713362939039,0.19098329544067383,0.150954008102417,0.014922380447387695,0.02510690689086914,0.4930555555555556,0.5069444444444444,0.12121212121212122,0.3017712757145869,Success
