ID, Domain, len, objs, valid_exe, invalid_exe
192, satellite, 150, 31, 0.3583663936708036, 0.05953037678370308
193, satellite, 248, 30, 0.4699360231538847, 0.09438569925865317
194, satellite, 440, 25, 0.06972693819998663, 0.026260552114176494
195, satellite, 75, 30, 0.9321277967389989, 0.31821312355170495
196, satellite, 225, 31, 0.4803573507616205, 0.09573347575916298
197, satellite, 348, 30, 0.4803573507616205, 0.09573347575916298
198, satellite, 615, 25, 0.06972693819998663, 0.026260552114176494
199, satellite, 100, 30, 0.4803573507616205, 0.09573347575916298
200, satellite, 300, 31, 0.9321277967389989, 0.31821312355170495
201, satellite, 448, 30, 0.4803573507616205, 0.09573347575916298
202, satellite, 790, 25, 0.06972693819998663, 0.026260552114176494
203, sokoban, 10, 128, 0.3830017847438288, 0.215368899709021
204, sokoban, 29, 130, 0.5455733001743981, 0.25450831647203165
205, sokoban, 45, 127, 0.5455733001743981, 0.25450831647203165
206, sokoban, 88, 113, 0.12780875755481116, 0.09056557711267106
207, sokoban, 229, 108, 0.7881802437605544, 0.4335281139715004
208, sokoban, 456, 103, 0.2095432357568039, 0.15570336025266673
209, sokoban, 15, 128, 0.963583745114337, 0.7943963613991677
210, sokoban, 39, 130, 0.7881802437605544, 0.4335281139715004
211, sokoban, 60, 127, 0.7881802437605544, 0.4335281139715004
212, sokoban, 119, 113, 0.12780875755481116, 0.09056557711267106
213, sokoban, 311, 108, 0.9998462765985859, 0.9985048412644842
214, sokoban, 603, 103, 0.2095432357568039, 0.15570336025266673
215, sokoban, 24, 128, 0.963583745114337, 0.7943963613991677
216, sokoban, 63, 130, 1.0, 1.0
217, sokoban, 99, 127, 1.0, 1.0
218, sokoban, 191, 113, 0.12780875755481116, 0.09056557711267106
219, sokoban, 471, 108, 0.9998462765985859, 0.9985048412644842
220, sokoban, 24, 128, 0.963583745114337, 0.7943963613991677
221, sokoban, 83, 130, 1.0, 1.0
222, sokoban, 132, 127, 1.0, 1.0
223, sokoban, 249, 113, 0.12780875755481116, 0.09056557711267106
224, sokoban, 24, 128, 0.963583745114337, 0.7943963613991677
225, sokoban, 83, 130, 1.0, 1.0
226, sokoban, 132, 127, 1.0, 1.0
227, sokoban, 249, 113, 0.12780875755481116, 0.09056557711267106
228, sokoban, 24, 128, 0.963583745114337, 0.7943963613991677
229, sokoban, 83, 130, 1.0, 1.0
230, sokoban, 132, 127, 1.0, 1.0
231, sokoban, 249, 113, 0.12780875755481116, 0.09056557711267106
232, spanner, 10, 18, 0.7204377791555583, 0.44794573349100775
233, spanner, 30, 17, 1.0, 1.0
234, spanner, 50, 16, 0.8903378717192332, 0.8903378717192332
235, spanner, 90, 14, 0.9095774362231731, 0.49338320433330346
236, spanner, 235, 17, 0.8903378717192332, 0.8903378717192332
237, spanner, 461, 16, 0.8903378717192332, 0.8903378717192332
238, spanner, 15, 18, 0.9095774362231731, 0.49338320433330346
239, spanner, 43, 17, 1.0, 1.0
240, spanner, 68, 16, 1.0, 1.0
241, spanner, 114, 14, 0.9095774362231731, 0.49338320433330346
242, spanner, 314, 17, 1.0, 1.0
243, spanner, 606, 16, 0.8903378717192332, 0.8903378717192332
244, spanner, 16, 18, 0.9095774362231731, 0.49338320433330346
245, spanner, 47, 17, 1.0, 1.0
246, spanner, 74, 16, 1.0, 1.0
247, spanner, 126, 14, 0.9095774362231731, 0.49338320433330346
248, spanner, 383, 17, 1.0, 1.0
249, spanner, 16, 18, 0.9095774362231731, 0.49338320433330346
250, spanner, 47, 17, 1.0, 1.0
251, spanner, 74, 16, 1.0, 1.0
252, spanner, 126, 14, 0.9095774362231731, 0.49338320433330346
253, spanner, 16, 18, 0.9095774362231731, 0.49338320433330346
254, spanner, 47, 17, 1.0, 1.0
255, spanner, 74, 16, 1.0, 1.0
256, spanner, 126, 14, 0.9095774362231731, 0.49338320433330346
257, spanner, 16, 18, 0.9095774362231731, 0.49338320433330346
258, spanner, 47, 17, 1.0, 1.0
259, spanner, 74, 16, 1.0, 1.0
260, spanner, 126, 14, 0.9095774362231731, 0.49338320433330346
261, transport, 10, 31, 0.8021610588161701, 0.2483956408907721
262, transport, 30, 32, 0.33900164528645016, 0.13217062844178096
263, transport, 50, 31, 0.8021610588161701, 0.2483956408907721
264, transport, 91, 27, 0.16203659056399042, 0.06983779968830138
265, transport, 238, 26, 0.7929520743549477, 0.24725286730780713
266, transport, 480, 25, 0.7929520743549477, 0.24725286730780713
267, transport, 15, 31, 0.8021610588161701, 0.2483956408907721
268, transport, 45, 32, 0.8021610588161701, 0.2483956408907721
269, transport, 75, 31, 0.8021610588161701, 0.2483956408907721
270, transport, 131, 27, 0.16203659056399042, 0.06983779968830138
271, transport, 345, 26, 0.8021610588161701, 0.2483956408907721
272, transport, 692, 25, 0.8021610588161701, 0.2483956408907721
273, transport, 30, 31, 0.8021610588161701, 0.2483956408907721
274, transport, 90, 32, 0.8021610588161701, 0.2483956408907721
275, transport, 140, 31, 0.8021610588161701, 0.2483956408907721
276, transport, 241, 27, 0.16203659056399042, 0.06983779968830138
277, transport, 614, 26, 0.8021610588161701, 0.2483956408907721
278, transport, 50, 31, 0.8021610588161701, 0.2483956408907721
279, transport, 132, 32, 0.8021610588161701, 0.2483956408907721
280, transport, 202, 31, 0.8021610588161701, 0.2483956408907721
281, transport, 346, 27, 0.16203659056399042, 0.06983779968830138
282, transport, 52, 31, 0.8021610588161701, 0.2483956408907721
283, transport, 159, 32, 0.8021610588161701, 0.2483956408907721
284, transport, 254, 31, 0.8021610588161701, 0.2483956408907721
285, transport, 409, 27, 0.16203659056399042, 0.06983779968830138
286, transport, 52, 31, 0.8021610588161701, 0.2483956408907721
287, transport, 177, 32, 0.8021610588161701, 0.2483956408907721
288, transport, 290, 31, 0.8021610588161701, 0.2483956408907721
289, transport, 445, 27, 0.16203659056399042, 0.06983779968830138
