ID, Domain, len, len%, valid_exe, invalid_exe
228, childsnack, 30, 0.013966480446927373, 0.7253727753727753, 0.9983673469387755
229, childsnack, 18, 0.008379888268156424, 0.7140916514513453, 0.9983673469387755
230, childsnack, 33, 0.015363128491620111, 0.7253727753727753, 0.9983673469387755
231, childsnack, 33, 0.015363128491620111, 0.7253727753727753, 0.9983673469387755
232, childsnack, 54, 0.025139664804469275, 0.7253727753727753, 0.9983673469387755
233, childsnack, 87, 0.040502793296089384, 0.7173327541694888, 0.9983673469387755
234, childsnack, 84, 0.03910614525139665, 0.7253727753727753, 0.9983673469387755
235, childsnack, 75, 0.034916201117318434, 0.7253727753727753, 0.9983673469387755
236, childsnack, 56, 0.0260707635009311, 0.6104690859027594, 0.996734693877551
237, childsnack, 105, 0.04888268156424581, 0.7140536867705235, 0.996734693877551
238, childsnack, 111, 0.051675977653631286, 0.6793659382945098, 0.9983673469387755
239, childsnack, 101, 0.04702048417132216, 0.7253727753727753, 0.9983673469387755
240, childsnack, 108, 0.05027932960893855, 0.7140536867705235, 0.996734693877551
241, childsnack, 126, 0.05865921787709497, 0.7253727753727753, 0.9983673469387755
242, childsnack, 252, 0.11731843575418995, 0.6793659382945098, 0.9983673469387755
243, childsnack, 270, 0.12569832402234637, 0.7253727753727753, 0.9983673469387755
244, childsnack, 226, 0.10521415270018622, 0.7253727753727753, 0.9983673469387755
245, childsnack, 194, 0.09031657355679702, 0.7173327541694888, 0.9983673469387755
246, childsnack, 220, 0.10242085661080075, 0.7251532330103758, 0.9983673469387755
247, childsnack, 24, 0.0111731843575419, 0.7253727753727753, 0.9983673469387755
248, childsnack, 33, 0.015363128491620111, 0.681091018297651, 0.9983673469387755
249, childsnack, 21, 0.009776536312849162, 0.7173327541694888, 0.9983673469387755
250, childsnack, 15, 0.006983240223463687, 0.6820462459875726, 1.0
251, childsnack, 18, 0.008379888268156424, 0.6939485660786682, 0.9983673469387755
252, childsnack, 63, 0.029329608938547486, 0.7106684372883353, 0.9983673469387755
253, childsnack, 87, 0.040502793296089384, 0.7253727753727753, 0.9983673469387755
254, childsnack, 46, 0.021415270018621976, 0.7140536867705235, 0.996734693877551
255, childsnack, 41, 0.019087523277467412, 0.6793659382945098, 0.9983673469387755
256, childsnack, 66, 0.030726256983240222, 0.7106684372883353, 0.9983673469387755
257, childsnack, 144, 0.0670391061452514, 0.7253727753727753, 0.9983673469387755
258, childsnack, 102, 0.04748603351955307, 0.7143111938137447, 0.9983673469387755
259, childsnack, 117, 0.05446927374301676, 0.7253727753727753, 0.9983673469387755
260, childsnack, 96, 0.0446927374301676, 0.7253727753727753, 0.9983673469387755
261, childsnack, 106, 0.049348230912476726, 0.7253727753727753, 0.9983673469387755
262, childsnack, 171, 0.07960893854748603, 0.7143111938137447, 0.9983673469387755
263, childsnack, 230, 0.10707635009310987, 0.6793659382945098, 0.9983673469387755
264, childsnack, 234, 0.10893854748603352, 0.7253727753727753, 0.9983673469387755
265, childsnack, 200, 0.0931098696461825, 0.6939485660786682, 0.9983673469387755
266, childsnack, 177, 0.0824022346368715, 0.7253727753727753, 0.9983673469387755
267, childsnack, 27, 0.012569832402234637, 0.7253727753727753, 0.9983673469387755
268, childsnack, 27, 0.012569832402234637, 0.7253727753727753, 0.9983673469387755
269, childsnack, 18, 0.008379888268156424, 0.7143111938137447, 0.9983673469387755
270, childsnack, 24, 0.0111731843575419, 0.7253727753727753, 0.9983673469387755
271, childsnack, 15, 0.006983240223463687, 0.6820462459875726, 1.0
272, childsnack, 62, 0.028864059590316574, 0.7143111938137447, 0.9983673469387755
273, childsnack, 52, 0.024208566108007448, 0.7253727753727753, 0.9983673469387755
274, childsnack, 59, 0.027467411545623835, 0.2626046482806687, 1.0
275, childsnack, 54, 0.025139664804469275, 0.7140536867705235, 0.996734693877551
276, childsnack, 84, 0.03910614525139665, 0.7143111938137447, 0.9983673469387755
277, childsnack, 116, 0.054003724394785846, 0.7253727753727753, 0.9983673469387755
278, childsnack, 114, 0.05307262569832402, 0.6793659382945098, 0.9983673469387755
279, childsnack, 88, 0.040968342644320296, 0.6793659382945098, 0.9983673469387755
280, childsnack, 117, 0.05446927374301676, 0.7253727753727753, 0.9983673469387755
281, childsnack, 135, 0.06284916201117319, 0.7253727753727753, 0.9983673469387755
282, childsnack, 198, 0.09217877094972067, 0.7253727753727753, 0.9983673469387755
283, childsnack, 249, 0.11592178770949721, 0.7253727753727753, 0.9983673469387755
284, childsnack, 224, 0.1042830540037244, 0.6905233763779682, 0.9983673469387755
285, childsnack, 246, 0.11452513966480447, 0.7238853304669631, 0.9983673469387755
286, childsnack, 231, 0.10754189944134078, 0.7253727753727753, 0.9983673469387755
287, ferry, 10, 0.002730748225013654, 0.260590355143869, 1.0
288, ferry, 7, 0.0019115237575095577, 0.2527733889395089, 1.0
289, ferry, 10, 0.002730748225013654, 0.260590355143869, 1.0
290, ferry, 30, 0.008192244675040962, 0.20104675418870646, 1.0
291, ferry, 27, 0.007373020207536865, 0.9166416321303616, 0.9741496839742454
292, ferry, 30, 0.008192244675040962, 0.9166416321303616, 0.9741496839742454
293, ferry, 30, 0.008192244675040962, 0.260590355143869, 1.0
294, ferry, 28, 0.007646095030038231, 0.2527733889395089, 1.0
295, ferry, 40, 0.010922992900054615, 0.260590355143869, 1.0
296, ferry, 46, 0.012561441835062807, 0.20104675418870646, 1.0
297, ferry, 40, 0.010922992900054615, 0.2527733889395089, 1.0
298, ferry, 37, 0.010103768432550519, 0.2291522195980566, 1.0
299, ferry, 50, 0.013653741125068269, 0.20104675418870646, 1.0
300, ferry, 79, 0.021572910977607863, 0.2527733889395089, 1.0
301, ferry, 90, 0.024576734025122882, 0.20104675418870646, 1.0
302, ferry, 98, 0.026761332605133806, 0.9166416321303616, 0.9741496839742454
303, ferry, 95, 0.02594210813762971, 0.260590355143869, 1.0
304, ferry, 77, 0.021026761332605132, 0.260590355143869, 1.0
305, ferry, 238, 0.06499180775532495, 0.260590355143869, 1.0
306, ferry, 203, 0.05543418896777717, 0.20104675418870646, 1.0
307, ferry, 244, 0.06663025669033315, 0.2527733889395089, 1.0
308, ferry, 225, 0.06144183506280721, 0.260590355143869, 1.0
309, ferry, 225, 0.06144183506280721, 0.260590355143869, 1.0
310, ferry, 432, 0.11796832332058985, 0.2527733889395089, 1.0
311, ferry, 430, 0.1174221736755871, 0.2527733889395089, 1.0
312, ferry, 472, 0.12889131622064445, 0.260590355143869, 1.0
313, ferry, 440, 0.12015292190060077, 0.20104675418870646, 1.0
314, ferry, 442, 0.1206990715456035, 0.20104675418870646, 1.0
315, ferry, 15, 0.004096122337520481, 0.260590355143869, 1.0
316, ferry, 8, 0.002184598580010923, 0.2527733889395089, 1.0
317, ferry, 15, 0.004096122337520481, 0.260590355143869, 1.0
318, ferry, 15, 0.004096122337520481, 0.260590355143869, 1.0
319, ferry, 42, 0.011469142545057346, 0.260590355143869, 1.0
320, ferry, 22, 0.006007646095030038, 0.2527733889395089, 1.0
321, ferry, 37, 0.010103768432550519, 0.2527733889395089, 1.0
322, ferry, 45, 0.012288367012561441, 0.260590355143869, 1.0
323, ferry, 37, 0.010103768432550519, 0.9166416321303616, 0.9741496839742454
324, ferry, 60, 0.016384489350081924, 0.9852426183020898, 0.941143650442257
325, ferry, 68, 0.018569087930092845, 0.260590355143869, 1.0
326, ferry, 59, 0.016111414527580557, 0.9852426183020898, 0.941143650442257
327, ferry, 75, 0.0204806116876024, 0.260590355143869, 1.0
328, ferry, 69, 0.018842162752594212, 0.260590355143869, 1.0
329, ferry, 123, 0.03358820316766794, 0.260590355143869, 1.0
330, ferry, 120, 0.03276897870016385, 0.2527733889395089, 1.0
331, ferry, 141, 0.038503549972692515, 0.260590355143869, 1.0
332, ferry, 124, 0.03386127799016931, 0.9166416321303616, 0.9741496839742454
333, ferry, 150, 0.0409612233752048, 0.260590355143869, 1.0
334, ferry, 327, 0.08929546695794648, 0.260590355143869, 1.0
335, ferry, 315, 0.0860185690879301, 0.260590355143869, 1.0
336, ferry, 335, 0.0914800655379574, 0.260590355143869, 1.0
337, ferry, 341, 0.0931185144729656, 0.9852426183020898, 0.941143650442257
338, ferry, 311, 0.08492626979792463, 0.9166416321303616, 0.9741496839742454
339, ferry, 637, 0.17394866193336975, 0.260590355143869, 1.0
340, ferry, 643, 0.17558711086837794, 0.260590355143869, 1.0
341, ferry, 658, 0.1796832332058984, 0.260590355143869, 1.0
342, ferry, 649, 0.17722555980338614, 0.260590355143869, 1.0
343, ferry, 650, 0.1774986346258875, 0.9852426183020898, 0.941143650442257
344, ferry, 30, 0.008192244675040962, 0.260590355143869, 1.0
345, ferry, 14, 0.0038230475150191155, 0.9852426183020898, 0.941143650442257
346, ferry, 30, 0.008192244675040962, 0.9852426183020898, 0.941143650442257
347, ferry, 30, 0.008192244675040962, 0.9852426183020898, 0.941143650442257
348, ferry, 30, 0.008192244675040962, 0.260590355143869, 1.0
349, ferry, 38, 0.010376843255051884, 0.260590355143869, 1.0
350, ferry, 71, 0.019388312397596943, 0.260590355143869, 1.0
351, ferry, 52, 0.014199890770071, 0.9852426183020898, 0.941143650442257
352, ferry, 40, 0.010922992900054615, 0.9166416321303616, 0.9741496839742454
353, ferry, 80, 0.02184598580010923, 0.260590355143869, 1.0
354, ferry, 85, 0.023211359912616056, 0.9852426183020898, 0.941143650442257
355, ferry, 128, 0.034953577280174765, 0.260590355143869, 1.0
356, ferry, 91, 0.02484980884762425, 0.9852426183020898, 0.941143650442257
357, ferry, 112, 0.030584380120152924, 0.9852426183020898, 0.941143650442257
358, ferry, 144, 0.03932277444019661, 0.9852426183020898, 0.941143650442257
359, ferry, 210, 0.05734571272528673, 0.260590355143869, 1.0
