id,dod,actual_dod,domain,index,total_length,len%,runtime,polocm_time,locm2_time,locm_time,accuracy,error_rate,acceptance_rate,invalid_acceptance_rate,remark
0,0.1,0.1333333333333333,blocksworld,0,10,0.0020185708518368995,0.24793696403503418,0.22818756103515625,0.008281230926513672,0.011468172073364258,1.0,0.0,0.030303030303030304,0.13333333333333333,Success
28,0.1,0.10526315789473684,blocksworld,0,20,0.004037141703673799,0.19219708442687988,0.18041396141052246,0.0013737678527832031,0.010409355163574219,1.0,0.0,0.050505050505050504,0.4076190476190476,Success
1,0.1,0.11111111111111116,blocksworld,1,10,0.0020185708518368995,0.10368013381958008,0.09726810455322266,0.0010745525360107422,0.00533747673034668,1.0,0.0,0.030303030303030304,0.13333333333333333,Success
29,0.1,0.10606060606060608,blocksworld,1,12,0.0024222850222042794,0.11596226692199707,0.08881711959838867,0.020508766174316406,0.006636381149291992,0.875,0.0625,0.12121212121212122,0.26132548718412096,Success
2,0.1,0.11111111111111116,blocksworld,3,10,0.0020185708518368995,0.09313702583312988,0.08753538131713867,0.00074005126953125,0.004861593246459961,1.0,0.0,0.030303030303030304,0.13333333333333333,Success
3,0.1,0.11111111111111116,blocksworld,4,10,0.0020185708518368995,0.0962674617767334,0.09019207954406738,0.0007920265197753906,0.005283355712890625,1.0,0.0,0.030303030303030304,0.13333333333333333,Success
30,0.1,0.11111111111111116,blocksworld,2,10,0.0020185708518368995,0.14593195915222168,0.09872603416442871,0.040354251861572266,0.006851673126220703,1.0,0.0,0.08080808080808081,0.2630952380952381,Success
4,0.1,0.11111111111111116,blocksworld,5,10,0.0020185708518368995,0.08428192138671875,0.0785667896270752,0.0007107257843017578,0.005004405975341797,1.0,0.0,0.030303030303030304,0.13333333333333333,Success
5,0.1,0.11111111111111116,blocksworld,6,10,0.0020185708518368995,0.07645416259765625,0.07209396362304688,0.0006768703460693359,0.003683328628540039,1.0,0.0,0.030303030303030304,0.13333333333333333,Success
6,0.1,0.11111111111111116,blocksworld,7,10,0.0020185708518368995,0.09520435333251953,0.08837389945983887,0.0009071826934814453,0.005923271179199219,1.0,0.0,0.030303030303030304,0.13333333333333333,Success
31,0.1,0.10526315789473684,blocksworld,3,20,0.004037141703673799,0.19751882553100586,0.1700589656829834,0.020206212997436523,0.0072536468505859375,1.0,0.0,1.0,0.062030685612985914,Success
168,0.1,0.11111111111111116,childsnack,3,96,0.0446927374301676,0.4132664203643799,0.3623850345611572,0.026647090911865234,0.024234294891357422,0.9692460317460317,0.008928571428571428,0.061224489795918366,0.09757834757834759,Success
56,0.1,0.10526315789473684,blocksworld,8,188,0.03794913201453371,0.9167685508728027,0.8286490440368652,0.0767359733581543,0.011383533477783203,1.0,0.0,1.0,0.0509864372320754,Success
32,0.1,0.1105263157894737,blocksworld,4,20,0.004037141703673799,0.16662383079528809,0.16142916679382324,0.0006797313690185547,0.004514932632446289,1.0,0.0,0.030303030303030304,0.13333333333333333,Success
7,0.1,0.11111111111111116,blocksworld,8,10,0.0020185708518368995,0.1207571029663086,0.07097625732421875,0.04230809211730957,0.0074727535247802734,1.0,0.0,1.0,0.062030685612985914,Success
33,0.1,0.10526315789473684,blocksworld,5,20,0.004037141703673799,0.14566731452941895,0.1406247615814209,0.0006930828094482422,0.004349470138549805,1.0,0.0,0.030303030303030304,0.13333333333333333,Success
8,0.1,0.11111111111111116,blocksworld,0,50,0.010092854259184497,0.15434932708740234,0.14922738075256348,0.0005996227264404297,0.0045223236083984375,1.0,0.0,0.030303030303030304,0.13333333333333333,Success
169,0.1,0.11111111111111116,childsnack,4,97,0.04515828677839851,0.4534790515899658,0.4179718494415283,0.01500082015991211,0.02050638198852539,0.9821428571428571,0.008928571428571428,0.030612244897959183,0.0,Success
308,0.1,0.11111111111111116,ferry,4,40,0.010922992900054615,0.18717074394226074,0.1739497184753418,0.0013422966003417969,0.011878728866577148,1.0,0.0,0.5151515151515151,0.05452847805788983,Success
34,0.1,0.10526315789473684,blocksworld,6,20,0.004037141703673799,0.1661224365234375,0.1611957550048828,0.00063323974609375,0.0042934417724609375,1.0,0.0,0.030303030303030304,0.13333333333333333,Success
9,0.1,0.11111111111111116,blocksworld,1,30,0.006055712555510699,0.08973145484924316,0.08517956733703613,0.0005700588226318359,0.003981828689575195,1.0,0.0,0.030303030303030304,0.13333333333333333,Success
35,0.1,0.10526315789473684,blocksworld,7,20,0.004037141703673799,0.15195512771606445,0.14719533920288086,0.0006160736083984375,0.004143714904785156,1.0,0.0,0.030303030303030304,0.13333333333333333,Success
196,0.1,0.10526315789473684,childsnack,2,181,0.08426443202979515,1.1039178371429443,1.0280404090881348,0.03984832763671875,0.03602910041809082,0.947420634920635,0.008928571428571428,0.47959183673469385,0.05413166030187309,Success
10,0.1,0.11111111111111116,blocksworld,2,50,0.010092854259184497,0.14895105361938477,0.1438617706298828,0.0005738735198974609,0.004515409469604492,1.0,0.0,0.030303030303030304,0.13333333333333333,Success
309,0.1,0.11111111111111116,ferry,5,50,0.013653741125068269,0.22470998764038086,0.19334769248962402,0.02152085304260254,0.009841442108154297,0.9259259259259259,0.037037037037037035,1.0,0.044319384319384314,Success
170,0.1,0.11111111111111116,childsnack,5,100,0.04655493482309125,0.43845510482788086,0.41958022117614746,0.002001523971557617,0.01687335968017578,1.0,0.0,0.01020408163265306,0.0,Success
252,0.1,0.11111111111111116,childsnack,8,98,0.04562383612662942,0.8904249668121338,0.8298444747924805,0.0324854850769043,0.028095006942749023,0.9384920634920635,0.017857142857142856,1.0,0.10328274899703468,Success
36,0.1,0.10526315789473684,blocksworld,8,20,0.004037141703673799,0.13504695892333984,0.1282205581665039,0.0008647441864013672,0.00596165657043457,1.0,0.0,0.030303030303030304,0.13333333333333333,Success
11,0.1,0.1333333333333333,blocksworld,3,50,0.010092854259184497,0.15385675430297852,0.1488032341003418,0.0006315708160400391,0.00442194938659668,1.0,0.0,0.030303030303030304,0.13333333333333333,Success
57,0.1,0.1071428571428571,blocksworld,9,160,0.03229713362939039,0.7707130908966064,0.6851284503936768,0.07479214668273926,0.01079249382019043,1.0,0.0,1.0,0.0509864372320754,Success
37,0.1,0.1105263157894737,blocksworld,9,20,0.004037141703673799,0.14943575859069824,0.14475798606872559,0.0006432533264160156,0.004034519195556641,1.0,0.0,0.030303030303030304,0.13333333333333333,Success
12,0.1,0.11111111111111116,blocksworld,4,50,0.010092854259184497,0.18424725532531738,0.17802882194519043,0.0006763935089111328,0.00554203987121582,1.0,0.0,0.030303030303030304,0.13333333333333333,Success
310,0.1,0.11111111111111116,ferry,6,40,0.010922992900054615,0.19956016540527344,0.16867446899414062,0.020963191986083984,0.009922504425048828,0.9259259259259259,0.037037037037037035,1.0,0.044319384319384314,Success
171,0.1,0.11111111111111116,childsnack,6,98,0.04562383612662942,0.3796350955963135,0.3582313060760498,0.0020668506622314453,0.019336938858032227,1.0,0.0,0.030612244897959183,0.1858974358974359,Success
280,0.1,0.10507246376811596,childsnack,6,114,0.05307262569832402,1.1018424034118652,1.042330265045166,0.028423070907592773,0.031089067459106445,0.9613095238095237,0.0,1.0,0.09127071341357053,Success
84,0.1,0.10114942528735638,blocksworld,7,300,0.060557125555106985,2.3175675868988037,2.2043819427490234,0.09847497940063477,0.014710664749145508,1.0,0.0,1.0,0.0509864372320754,Success
58,0.1,0.10833333333333328,blocksworld,0,16,0.003229713362939039,0.1276721954345703,0.09959936141967773,0.020132780075073242,0.007940053939819336,1.0,0.0,1.0,0.052493583916099255,Success
311,0.1,0.11111111111111116,ferry,7,48,0.013107591480065538,0.19313383102416992,0.16194844245910645,0.02044391632080078,0.010741472244262695,1.0,0.0,1.0,0.044319384319384314,Success
38,0.1,0.10526315789473684,blocksworld,0,92,0.018570851836899476,0.5060789585113525,0.46840834617614746,0.027683496475219727,0.009987115859985352,1.0,0.0,0.12121212121212122,0.20256471943616153,Success
172,0.1,0.11111111111111116,childsnack,7,94,0.043761638733705775,0.42914319038391113,0.38067007064819336,0.023417234420776367,0.025055885314941406,1.0,0.0,0.061224489795918366,0.09707977207977207,Success
197,0.1,0.1071428571428571,childsnack,3,161,0.07495344506517691,1.004131555557251,0.9472355842590332,0.022517681121826172,0.0343782901763916,0.9523809523809523,0.012896825396825396,0.20408163265306123,0.047329059829059834,Success
13,0.1,0.11111111111111116,blocksworld,5,40,0.008074283407347598,0.22876358032226562,0.1588292121887207,0.06111478805541992,0.008819580078125,1.0,0.0,1.0,0.0509864372320754,Success
224,0.1,0.10457516339869277,childsnack,0,230,0.10707635009310987,1.9741475582122803,1.905994176864624,0.017676353454589844,0.050477027893066406,0.9821428571428571,0.008928571428571428,1.0,0.09127071341357053,Success
312,0.1,0.11111111111111116,ferry,8,28,0.007646095030038231,0.14469671249389648,0.1344313621520996,0.0010747909545898438,0.009190559387207031,1.0,0.0,0.5151515151515151,0.05452847805788983,Success
14,0.1,0.1333333333333333,blocksworld,6,40,0.008074283407347598,0.13431906700134277,0.12872695922851562,0.0006711483001708984,0.00492095947265625,1.0,0.0,0.030303030303030304,0.13333333333333333,Success
59,0.1,0.10606060606060608,blocksworld,1,12,0.0024222850222042794,0.15021657943725586,0.08158135414123535,0.06091499328613281,0.007720232009887695,1.0,0.0,1.0,0.0509864372320754,Success
253,0.1,0.10476190476190472,childsnack,9,93,0.04329608938547486,1.087597370147705,1.0257315635681152,0.03389787673950195,0.02796792984008789,0.947420634920635,0.008928571428571428,1.0,0.09440694226408512,Success
173,0.1,0.11111111111111116,childsnack,8,100,0.04655493482309125,0.4038865566253662,0.37151598930358887,0.010482549667358398,0.021888017654418945,1.0,0.0,0.030612244897959183,0.0,Success
313,0.1,0.1428571428571429,ferry,9,45,0.012288367012561441,0.17146825790405273,0.14866399765014648,0.013114213943481445,0.009690046310424805,0.8842592592592592,0.05787037037037037,0.5151515151515151,0.34663632119514476,Success
15,0.1,0.11111111111111116,blocksworld,7,50,0.010092854259184497,0.19034719467163086,0.18508028984069824,0.0006449222564697266,0.004621982574462891,1.0,0.0,0.030303030303030304,0.13333333333333333,Success
281,0.1,0.10952380952380958,childsnack,7,98,0.04562383612662942,0.9228212833404541,0.8752939701080322,0.017213821411132812,0.030313491821289062,0.9613095238095237,0.0,1.0,0.09127071341357053,Success
60,0.1,0.10114942528735638,blocksworld,2,30,0.006055712555510699,0.32961606979370117,0.3247411251068115,0.0006074905395507812,0.004267454147338867,1.0,0.0,0.030303030303030304,0.13333333333333333,Success
39,0.1,0.10526315789473684,blocksworld,1,96,0.019378280177634235,0.5403773784637451,0.46064114570617676,0.0704033374786377,0.009332895278930664,1.0,0.0,1.0,0.0509864372320754,Success
174,0.1,0.11111111111111116,childsnack,9,100,0.04655493482309125,0.4119868278503418,0.4003109931945801,0.0012547969818115234,0.010421037673950195,1.0,0.0,0.0,0,Success
314,0.1,0.11111111111111116,ferry,0,100,0.027307482250136537,0.3457672595977783,0.3080027103424072,0.023319244384765625,0.014445304870605469,0.9259259259259259,0.037037037037037035,1.0,0.044319384319384314,Success
16,0.1,0.11111111111111116,blocksworld,8,50,0.010092854259184497,0.2468550205230713,0.15163064002990723,0.08695530891418457,0.008269071578979492,1.0,0.0,1.0,0.0509864372320754,Success
175,0.1,0.10457516339869277,childsnack,0,18,0.008379888268156424,0.19795632362365723,0.16162657737731934,0.01816534996032715,0.018164396286010742,0.9270833333333334,0.03333333333333333,0.3469387755102041,0.0407440925087984,Success
198,0.1,0.10526315789473684,childsnack,4,169,0.07867783985102421,0.9989323616027832,0.9422192573547363,0.02134084701538086,0.035372257232666016,0.9781746031746031,0.0,1.0,0.09127071341357053,Success
176,0.1,0.10909090909090913,childsnack,1,11,0.005121042830540037,0.11480140686035156,0.0910646915435791,0.006844282150268555,0.016892433166503906,0.9277777777777778,0.03611111111111111,0.061224489795918366,0.05541310541310541,Success
17,0.1,0.11111111111111116,blocksworld,9,50,0.010092854259184497,0.20539402961730957,0.1756894588470459,0.02092456817626953,0.00878000259399414,1.0,0.0,0.08080808080808081,0.2630952380952381,Success
282,0.1,0.10457516339869277,childsnack,8,75,0.034916201117318434,0.6066720485687256,0.5328738689422607,0.04759812355041504,0.026200056076049805,0.9384920634920635,0.008928571428571428,1.0,0.09440694226408512,Success
